r	g	b
44	98	10
37	92	1
49	104	13
38	93	0
44	99	6
39	94	1
42	97	3
43	98	4
38	93	0
38	95	1
37	93	2
37	93	4
36	94	7
33	91	4
32	90	5
33	93	7
35	87	4
36	88	5
32	84	1
36	88	5
37	89	6
24	76	0
36	88	5
32	84	1
35	87	4
35	87	4
39	88	6
40	90	5
40	90	5
41	89	5
42	90	6
41	89	3
41	89	3
41	89	3
41	89	3
41	90	1
41	90	1
40	89	0
41	90	1
43	92	1
44	90	0
44	90	0
44	88	1
44	86	0
47	87	1
48	86	1
48	83	0
49	84	0
40	85	2
41	86	1
42	87	2
40	84	0
40	83	1
41	82	4
38	78	5
40	77	7
38	75	5
40	76	2
39	76	0
39	76	0
42	76	0
42	76	0
43	77	3
44	77	8
40	79	0
44	83	2
45	84	5
43	81	4
41	77	3
43	79	5
45	82	5
46	80	3
45	77	1
45	76	0
51	77	6
54	76	12
55	73	21
64	76	36
78	89	57
89	98	71
90	91	75
89	90	74
90	91	77
90	91	77
91	89	77
90	88	76
90	87	78
88	85	76
88	85	76
84	81	72
84	81	72
82	78	69
85	81	72
88	84	75
80	76	67
78	74	63
72	73	67
71	72	66
74	75	67
75	76	68
72	73	65
74	75	67
80	80	72
80	80	72
75	75	67
78	75	66
80	77	68
82	80	67
83	80	65
84	81	62
84	82	61
87	82	60
86	78	65
84	78	66
83	77	65
81	77	65
81	77	66
78	76	64
77	75	63
78	76	64
75	76	62
74	72	59
74	72	57
75	74	56
75	74	54
74	71	52
71	69	48
69	67	46
69	69	43
68	68	42
66	66	38
64	65	34
61	65	32
59	63	28
59	63	26
61	66	26
112	108	105
111	107	104
110	106	103
107	106	102
109	108	104
110	111	106
109	110	105
106	109	102
111	114	107
110	113	106
113	114	108
114	115	109
113	114	108
114	114	106
115	115	107
116	116	108
114	113	109
112	111	107
116	115	111
116	115	110
110	109	104
110	109	104
112	112	104
108	108	100
107	108	100
107	108	102
102	103	97
104	106	101
106	108	103
101	106	102
103	108	104
106	111	107
108	109	103
110	111	105
109	110	104
109	110	104
113	114	108
113	116	109
110	113	106
109	112	105
109	112	105
108	113	106
111	116	110
114	116	111
109	111	108
112	114	111
113	115	112
109	111	108
109	115	111
111	117	113
106	113	106
111	118	111
105	112	105
111	116	110
106	111	104
108	113	106
108	113	106
106	111	104
107	112	106
106	108	103
105	107	102
104	106	101
106	108	103
104	106	103
108	101	93
112	109	100
100	102	89
106	108	97
108	109	103
104	103	99
109	108	106
97	98	93
102	107	100
103	108	101
110	115	111
111	113	110
100	106	94
107	124	92
74	104	50
40	81	11
45	100	9
56	111	20
36	91	0
37	92	0
46	99	7
42	95	3
40	94	0
40	95	1
42	97	4
41	96	3
38	93	2
36	92	3
35	91	4
33	89	2
31	89	4
34	92	7
36	88	5
36	88	5
52	104	21
29	81	0
33	85	2
37	89	6
38	90	7
35	87	4
32	84	1
33	85	2
37	86	4
39	89	4
39	89	4
40	88	4
40	88	2
39	87	1
40	93	5
39	92	4
38	91	3
38	91	1
37	90	0
39	89	0
40	90	1
42	91	2
42	88	0
44	88	1
46	86	0
47	85	0
50	85	1
51	85	1
49	83	0
50	82	0
42	88	0
44	90	2
42	86	1
42	85	3
41	84	5
40	81	5
41	81	8
40	80	7
39	77	2
41	79	2
43	80	3
42	79	2
43	80	3
43	79	5
44	80	6
48	81	10
42	80	3
41	79	4
42	80	7
44	81	11
45	81	9
43	80	2
46	81	0
49	83	0
49	78	0
54	80	6
52	74	12
57	73	26
77	89	53
87	95	71
87	92	72
87	91	74
89	90	76
86	87	73
87	88	74
89	89	77
88	88	78
86	86	76
88	85	78
88	85	78
85	82	75
83	80	71
80	77	68
80	78	66
85	83	70
85	83	68
79	78	60
74	73	55
80	78	81
77	75	76
77	76	74
77	76	71
76	76	68
77	77	67
79	79	67
78	79	65
81	82	68
81	79	66
80	78	65
79	77	64
82	79	64
83	80	65
83	80	63
83	80	63
87	80	70
86	80	68
81	77	65
81	77	65
80	78	63
78	76	61
73	74	56
73	75	54
74	76	52
73	76	49
75	75	47
74	75	43
68	69	35
64	64	28
63	63	25
62	62	24
54	55	15
55	56	16
53	55	15
52	55	12
52	58	12
53	59	11
52	60	9
53	62	9
109	105	102
109	105	102
108	104	101
106	105	101
108	107	103
111	112	107
112	113	108
110	111	106
110	111	105
108	109	103
109	110	104
110	111	105
109	110	104
109	108	103
112	111	106
114	113	108
111	110	105
118	117	112
114	113	108
112	111	106
119	119	111
116	116	108
109	109	101
111	112	104
113	114	106
112	113	105
106	109	102
107	110	103
108	110	105
103	108	102
104	109	103
105	110	106
105	106	100
111	112	106
109	110	104
109	110	104
117	120	113
118	121	114
115	118	111
119	122	115
118	123	116
114	119	113
112	114	109
120	122	117
113	115	110
115	117	114
114	116	113
121	123	120
114	120	116
112	118	114
111	118	111
109	116	109
110	115	109
110	115	109
112	117	111
113	118	111
107	112	105
105	110	103
110	112	107
104	106	101
108	110	105
105	107	102
109	111	106
105	107	102
117	111	113
107	106	102
108	114	102
108	114	102
107	110	101
112	111	109
115	111	112
113	112	110
114	117	110
107	115	104
104	112	101
112	118	104
111	125	99
71	99	50
40	87	9
40	99	5
44	99	8
36	91	0
47	100	10
39	92	0
39	92	0
41	95	1
45	99	5
39	93	0
44	97	5
43	98	5
43	98	7
42	96	8
39	95	6
36	92	5
34	89	5
35	90	6
37	89	6
35	87	4
42	94	11
33	85	2
36	88	5
31	83	0
37	89	6
35	87	4
37	89	6
36	88	5
39	88	6
40	90	5
40	90	5
42	90	6
44	92	6
43	91	5
39	93	5
38	92	4
36	90	2
37	90	2
37	90	0
39	89	0
40	89	0
41	87	0
45	89	2
45	87	1
49	89	3
51	89	4
50	85	1
51	85	1
52	86	2
50	84	0
41	88	0
44	88	0
39	82	0
40	83	4
40	82	6
35	77	3
39	80	4
37	78	0
35	76	0
39	77	0
39	77	2
39	77	2
40	78	3
41	77	3
42	79	2
44	81	4
39	79	9
36	76	6
39	76	6
43	81	8
47	84	6
48	83	0
47	81	0
50	79	0
54	80	6
56	76	17
69	84	41
86	95	68
91	95	78
91	93	79
91	93	79
89	90	76
87	89	75
86	88	75
87	89	76
90	90	80
89	89	79
88	88	80
90	87	80
90	87	80
82	79	72
84	81	72
82	80	68
84	82	69
85	83	68
83	82	62
81	80	60
78	77	56
79	75	74
75	74	70
75	74	69
77	77	67
80	80	68
83	84	68
82	83	67
78	79	63
79	80	64
81	79	66
82	80	68
83	80	71
85	81	72
85	81	72
84	80	71
83	78	72
85	82	65
84	81	64
83	80	61
82	81	60
83	82	61
78	81	54
74	77	48
73	77	44
63	67	32
58	63	23
56	61	20
58	61	16
58	61	14
57	61	11
56	58	8
54	56	6
55	57	7
57	59	9
55	60	6
53	58	2
53	61	4
56	64	5
55	65	4
54	66	4
111	107	104
112	108	105
111	107	104
110	106	103
108	107	103
111	110	106
111	112	107
110	111	106
111	112	107
110	111	106
112	113	108
115	116	111
114	115	110
113	112	108
114	113	109
114	113	109
123	122	117
119	118	113
120	119	114
121	121	113
120	120	112
121	121	113
117	117	109
107	108	100
109	110	102
111	112	104
106	109	100
106	109	102
106	111	104
107	112	106
109	114	108
107	112	106
112	113	108
110	111	106
113	115	110
114	117	110
112	115	108
115	118	111
119	122	115
113	118	111
111	116	109
115	120	114
119	121	116
112	114	109
120	122	117
115	117	114
116	118	115
114	116	113
115	120	116
114	119	115
112	117	111
112	117	111
111	116	110
112	117	111
113	118	112
113	118	112
106	111	105
111	113	108
107	109	104
111	113	108
104	106	101
110	112	107
106	108	103
106	108	103
105	105	105
107	109	104
100	105	98
106	112	102
104	110	100
103	104	99
114	112	113
110	108	109
114	114	112
105	108	99
107	119	97
99	119	84
71	101	47
42	88	15
39	98	6
35	102	0
40	95	4
43	98	7
42	97	6
38	93	0
46	99	7
40	94	0
47	101	7
43	97	3
46	99	7
42	95	3
39	94	3
37	91	3
36	90	2
36	90	4
38	92	8
39	94	10
38	90	7
33	85	2
34	86	3
34	86	3
34	86	3
33	85	2
32	84	1
34	86	3
36	88	5
35	87	4
37	87	2
37	87	2
37	87	2
38	88	3
42	90	4
42	90	4
39	92	4
39	92	4
40	90	3
40	90	3
42	91	2
41	90	1
42	88	0
41	87	0
48	92	5
46	88	2
51	93	7
53	95	9
47	87	1
48	88	2
51	91	5
46	86	0
42	87	0
45	89	0
39	82	0
42	85	6
42	84	8
37	79	3
39	82	2
38	80	0
39	80	1
39	80	2
39	79	6
41	78	8
42	79	9
43	81	6
42	81	2
43	82	0
34	73	10
43	82	15
46	84	11
41	78	0
44	79	0
50	82	0
52	80	3
53	75	10
65	83	33
85	96	64
93	100	82
91	94	83
93	94	86
92	92	80
92	90	75
98	97	79
87	91	77
88	92	78
90	92	79
88	90	79
88	88	78
89	89	79
91	88	79
88	85	76
84	80	71
86	82	71
83	81	68
84	82	69
85	83	68
79	80	62
79	80	62
78	80	59
78	75	66
77	74	65
77	75	63
76	77	63
79	80	64
82	83	67
81	82	66
78	79	63
80	81	67
82	82	70
83	83	71
83	80	71
80	77	68
80	77	68
84	82	70
88	86	74
84	85	53
82	83	51
78	79	47
72	76	41
70	74	37
66	71	31
59	66	24
56	63	19
56	64	15
55	63	12
57	64	13
57	64	12
54	61	7
55	60	6
57	62	6
58	63	7
55	58	3
57	60	3
55	60	2
51	56	0
50	58	0
52	62	0
53	63	0
52	64	0
107	103	100
109	105	102
110	106	103
111	107	104
111	110	106
114	113	109
115	116	111
115	116	111
111	112	107
110	111	106
110	110	108
112	112	110
112	111	107
112	111	107
114	113	109
114	113	109
114	113	108
117	116	111
113	112	107
113	113	105
122	122	114
122	122	114
115	115	107
111	112	104
109	110	102
110	113	104
107	110	101
104	107	100
102	107	100
103	108	101
105	112	105
101	108	101
107	109	104
109	111	106
111	113	108
111	113	108
112	114	109
115	118	111
115	120	113
116	121	114
114	119	112
113	118	112
110	112	107
110	112	107
116	118	113
111	113	108
109	111	106
118	120	115
111	116	112
110	115	111
115	120	116
109	114	108
115	120	114
109	114	108
112	117	111
110	115	109
111	113	108
112	114	109
111	113	108
110	112	107
108	110	105
108	110	105
106	108	103
105	107	102
102	107	100
102	107	100
110	113	106
107	112	105
108	115	107
112	119	112
108	110	109
111	109	112
116	112	113
113	115	104
105	122	86
74	110	48
32	86	2
36	97	4
33	99	2
38	102	8
42	98	7
37	92	1
44	99	6
41	96	3
36	91	0
44	99	5
37	92	0
44	98	4
46	99	7
42	95	3
40	95	4
40	95	4
37	91	3
35	89	3
34	88	2
33	87	3
40	92	9
35	87	4
39	91	8
35	87	4
33	85	2
43	95	12
34	86	3
37	89	6
37	89	6
37	89	6
40	90	5
41	91	6
41	91	6
42	92	5
43	93	6
43	91	5
43	91	5
45	90	5
45	90	5
45	90	5
45	90	5
46	90	3
45	89	2
43	87	0
47	91	4
43	87	0
48	92	5
49	95	7
41	87	0
39	88	0
42	91	2
38	86	0
42	86	0
44	88	3
41	84	2
42	85	6
42	85	6
40	83	3
40	84	0
40	84	0
38	80	0
37	78	2
36	76	5
36	76	6
38	78	7
39	80	2
40	79	0
40	80	0
40	79	14
42	79	9
44	81	4
47	82	2
46	79	0
47	74	5
61	82	26
81	95	59
94	103	82
90	93	84
92	93	88
95	94	90
92	92	84
92	90	77
94	92	77
94	93	73
88	92	78
90	94	80
91	95	81
88	90	77
87	87	75
90	88	76
89	87	75
86	82	71
88	84	72
87	83	72
85	81	70
83	81	69
82	82	70
80	80	68
76	78	65
76	78	65
83	80	73
83	80	73
80	80	70
78	78	66
78	78	66
79	80	66
80	81	67
80	81	65
80	81	65
77	78	62
76	77	59
79	81	59
82	84	60
82	85	58
76	79	48
70	73	42
65	72	21
64	71	20
61	68	17
58	67	14
58	67	14
58	67	12
56	65	10
55	64	9
57	66	9
53	62	5
53	62	7
56	63	9
56	63	9
54	61	7
54	58	7
51	55	4
54	57	2
56	59	4
53	58	2
51	56	0
51	59	0
54	64	3
55	67	5
56	68	6
111	108	103
111	108	103
111	107	104
112	108	105
112	111	107
113	112	108
112	112	110
111	111	109
114	114	112
113	113	111
113	113	111
112	112	110
111	111	109
115	114	112
118	117	115
119	118	116
121	120	116
117	116	111
120	119	114
121	120	115
118	117	112
121	121	113
121	122	114
112	113	105
109	110	102
110	113	104
107	110	103
106	111	104
106	111	104
105	112	105
109	116	109
108	115	108
112	114	109
118	120	115
114	116	111
111	113	108
115	120	114
115	120	114
112	117	111
117	122	116
115	120	114
121	126	120
117	119	114
120	122	117
117	119	114
122	124	119
115	117	112
120	122	117
112	117	113
117	122	118
112	117	113
120	125	119
109	114	108
117	122	116
110	115	109
114	119	113
114	116	111
111	113	108
114	116	111
108	110	105
112	114	109
105	107	102
107	109	104
105	107	102
104	110	98
105	111	101
103	106	99
102	107	100
106	113	106
105	114	109
110	114	113
111	111	113
113	112	108
135	143	119
87	116	60
38	90	5
43	112	6
31	102	0
36	101	9
39	98	18
38	97	5
43	100	6
38	95	1
39	96	2
62	119	25
47	102	8
45	100	6
41	96	2
52	107	14
46	101	8
43	98	7
41	96	5
39	93	5
37	91	5
35	91	4
34	90	3
39	91	6
36	88	3
30	82	0
39	91	8
40	92	9
28	80	0
39	91	8
39	91	8
35	87	4
35	87	2
37	89	4
40	90	5
40	90	5
41	91	4
41	91	4
41	91	4
44	89	4
45	90	5
47	91	6
46	90	5
46	90	5
47	91	4
47	89	3
46	88	2
44	88	1
44	88	1
43	89	1
42	91	2
40	90	1
39	89	0
36	89	0
35	88	0
41	84	2
41	84	2
41	84	4
38	81	0
38	82	0
40	84	0
38	82	0
39	83	0
40	83	3
40	81	5
38	78	8
38	78	8
41	81	10
42	83	4
42	82	0
42	83	0
38	74	0
50	86	12
51	85	11
44	74	4
52	77	19
72	91	46
86	99	73
91	99	86
88	90	87
94	94	94
92	91	87
89	89	81
95	93	81
96	94	81
94	92	79
96	94	81
91	94	83
92	96	82
93	95	82
92	94	80
90	91	77
91	89	74
92	89	74
90	87	72
94	88	76
88	84	72
90	86	75
85	82	73
83	83	75
83	82	77
76	77	72
79	80	75
79	78	76
80	79	75
80	79	74
78	78	70
79	81	70
81	83	69
83	86	69
83	86	65
79	83	58
79	83	56
77	83	49
71	77	39
63	70	26
58	66	17
57	66	13
58	67	12
60	70	7
61	71	8
60	70	7
58	68	5
58	70	4
58	70	4
57	69	5
56	68	4
52	64	2
53	63	3
55	64	7
57	66	11
56	63	11
55	62	11
55	62	11
55	61	13
55	59	8
55	59	8
53	58	4
50	57	3
53	61	4
54	63	6
55	64	7
54	65	5
111	108	103
110	107	102
110	107	102
112	108	105
112	111	107
112	111	107
110	109	107
108	108	106
110	110	108
112	112	110
114	114	114
113	113	113
112	112	112
115	113	114
117	115	116
116	114	115
116	115	111
116	115	111
118	117	113
116	115	111
113	112	107
115	116	110
117	118	112
113	114	108
112	113	107
110	113	106
108	111	104
109	114	108
107	112	106
104	111	104
108	115	108
109	116	109
113	115	110
112	114	109
113	115	110
111	116	110
111	116	110
115	120	114
118	123	117
116	121	115
115	120	114
113	118	112
115	120	114
115	117	112
116	118	113
112	114	109
116	118	113
118	120	115
115	120	116
114	119	115
118	123	119
112	117	111
113	118	112
109	114	108
114	119	113
117	119	114
114	116	111
114	116	111
110	112	107
112	114	109
108	110	105
108	111	104
105	108	101
108	111	104
108	111	100
105	108	97
106	112	100
104	111	103
107	114	107
110	116	114
108	112	113
110	115	111
109	118	99
82	105	59
46	90	11
35	98	0
30	102	0
32	103	0
36	100	14
36	94	20
35	96	1
38	99	4
32	91	0
39	98	4
43	103	7
31	91	0
37	94	0
39	96	1
42	99	5
38	95	1
37	93	2
39	95	4
38	94	5
37	93	4
35	91	4
32	88	1
34	86	1
35	87	2
41	93	8
32	84	1
37	89	6
30	82	0
40	92	9
38	90	7
37	89	6
36	88	3
37	89	4
38	90	5
41	91	4
42	92	5
43	93	6
43	93	6
41	91	4
42	92	5
43	91	5
44	89	4
44	90	2
46	90	3
46	90	3
46	90	3
45	89	2
48	92	5
43	89	1
42	88	0
46	95	6
44	94	5
39	89	0
41	91	2
46	89	10
45	88	8
46	89	7
40	84	0
40	84	0
44	88	0
41	85	0
43	87	2
39	82	2
39	80	4
38	78	7
38	78	7
43	81	6
43	82	1
42	82	0
42	82	0
46	79	0
50	80	8
51	77	14
59	81	34
77	94	62
89	100	83
90	97	90
90	92	91
92	92	92
93	92	88
94	94	84
96	94	81
96	94	81
95	93	81
94	91	82
95	92	87
89	93	79
87	91	77
89	91	78
92	93	79
91	89	76
90	87	72
90	87	72
93	87	73
91	85	73
87	80	70
91	87	78
84	81	74
80	79	74
79	80	75
72	72	70
79	79	77
77	78	73
77	78	72
75	77	66
75	77	63
79	84	64
81	87	61
78	85	54
75	82	48
63	71	32
57	68	25
55	64	17
55	65	13
57	68	12
59	70	10
59	71	7
58	70	6
57	70	1
60	73	4
61	74	5
60	73	4
60	73	4
58	71	2
55	68	0
53	65	0
56	68	2
53	65	3
53	63	3
54	63	6
53	62	7
53	60	8
53	60	9
52	58	10
54	61	10
53	60	8
51	58	6
51	58	6
54	61	7
55	64	7
54	63	6
54	64	4
111	108	103
112	109	104
110	107	102
110	109	104
112	111	107
112	111	107
115	114	112
113	113	111
110	110	110
112	112	112
112	112	112
113	113	113
116	116	116
113	113	113
111	111	111
115	115	115
110	110	108
113	113	111
115	115	113
113	113	111
114	115	110
115	116	111
111	112	107
108	109	104
107	108	103
108	110	105
108	110	105
104	109	103
103	108	102
105	111	107
108	114	110
109	115	111
109	111	106
113	115	110
115	120	114
115	120	114
114	119	113
115	120	114
116	121	115
114	119	113
114	119	113
116	121	115
115	120	114
117	119	114
117	119	114
115	117	112
114	116	111
118	120	115
112	117	113
114	119	115
114	119	115
115	120	116
115	120	114
112	117	111
110	115	109
114	119	113
116	118	113
114	116	111
113	115	110
113	115	110
112	115	108
109	112	105
109	112	105
109	112	105
106	107	101
111	114	105
105	113	100
110	118	107
107	112	108
108	109	111
111	115	114
107	120	103
83	112	68
43	89	16
41	101	3
39	105	0
33	100	0
39	105	8
33	97	11
34	97	18
40	104	8
35	99	3
34	98	2
37	98	3
38	100	3
37	99	2
38	98	2
35	95	0
40	99	5
41	100	6
40	99	7
38	97	5
37	96	6
37	96	6
35	93	6
34	92	5
38	90	5
38	90	5
37	89	4
37	89	4
38	90	5
36	88	5
35	87	4
36	88	5
39	91	6
38	90	5
37	89	4
38	90	5
39	92	4
40	93	5
40	93	5
40	93	5
36	92	3
41	95	7
37	91	3
42	95	7
40	90	1
44	93	4
43	89	1
51	95	8
47	91	4
46	90	3
46	90	3
47	91	4
48	92	5
46	90	3
45	91	3
45	91	3
44	86	10
43	86	7
44	87	5
44	88	1
41	85	0
40	84	0
40	84	0
38	81	0
40	81	3
42	83	5
40	78	1
43	81	4
44	81	3
46	83	5
42	79	0
46	83	3
52	77	9
53	77	17
69	88	43
84	98	72
86	97	83
88	94	90
93	95	94
93	93	91
94	93	88
95	95	85
95	95	83
94	94	82
93	93	83
95	95	87
95	95	87
93	92	87
89	91	78
90	92	79
92	92	80
92	92	80
93	91	79
93	89	78
93	89	77
96	89	79
91	84	74
89	85	74
90	86	77
83	80	71
83	83	75
79	80	72
80	81	73
76	79	72
79	83	66
78	83	63
76	85	58
74	83	52
69	79	42
61	72	29
56	68	20
51	65	12
53	68	13
51	66	9
55	70	13
54	68	9
55	69	10
51	65	4
55	69	8
56	70	9
60	72	8
59	71	7
58	70	6
59	71	7
59	71	5
57	69	3
55	67	1
55	67	1
53	65	0
53	65	1
53	65	3
54	64	4
53	62	5
53	62	7
53	62	7
54	61	9
53	60	8
54	61	9
54	61	7
54	61	7
53	61	4
54	62	3
57	65	6
60	68	8
115	115	107
116	115	110
112	111	106
113	112	107
112	111	107
111	110	106
113	113	111
112	112	110
114	114	114
112	112	112
115	115	115
118	118	118
114	114	114
113	113	113
117	117	117
117	117	117
114	114	114
117	117	115
115	115	113
113	113	111
111	111	109
115	115	113
120	120	118
112	112	110
112	114	111
108	110	107
108	110	107
109	114	110
106	111	107
100	106	102
103	109	105
112	118	114
112	114	109
111	116	110
113	118	112
112	117	111
111	116	110
114	119	113
116	121	115
116	121	115
113	118	112
112	117	111
115	120	114
117	122	116
117	119	114
116	118	113
119	121	116
120	122	117
114	119	115
115	120	116
114	119	115
115	120	116
117	122	118
115	120	116
114	119	113
117	122	116
110	115	109
109	114	108
108	113	107
108	113	106
107	112	105
105	110	103
104	109	102
105	110	103
112	112	112
102	107	103
104	111	103
102	107	101
108	110	107
113	115	114
107	118	104
90	118	80
45	95	26
38	102	6
45	112	6
41	104	0
40	100	2
42	101	9
30	93	4
33	99	9
33	99	2
34	100	3
36	100	4
41	105	8
35	99	2
36	100	3
34	96	0
34	96	0
37	98	3
37	98	3
36	97	2
35	96	3
34	94	4
34	94	4
33	93	3
31	91	3
36	90	4
35	89	3
35	89	3
35	89	3
37	91	5
36	88	3
36	88	3
37	89	4
36	88	3
36	88	3
36	88	3
37	90	2
38	91	3
38	91	3
37	91	3
37	91	3
39	98	8
34	93	3
34	90	1
36	91	0
41	94	4
43	93	4
43	92	3
44	90	0
43	87	0
46	90	1
48	90	4
46	88	2
46	88	2
49	91	5
47	89	3
43	85	0
43	86	7
43	86	6
42	86	1
42	86	0
43	87	2
42	85	3
41	84	4
41	82	4
44	85	7
41	80	0
50	88	5
42	80	0
50	85	5
42	76	2
50	81	14
44	74	12
53	70	26
80	96	59
96	109	83
91	99	84
86	91	84
90	92	87
95	96	90
96	98	87
96	96	84
95	95	85
94	94	86
94	93	88
94	93	88
95	96	88
94	96	85
91	93	80
94	96	83
93	93	81
91	91	81
92	89	80
93	90	81
94	90	81
93	89	80
92	88	79
92	88	79
89	85	74
87	85	72
80	81	65
84	87	70
83	86	67
84	89	67
80	85	63
70	81	49
64	76	40
58	70	30
54	67	21
51	65	12
51	66	9
52	70	8
55	74	8
51	70	4
53	72	6
53	69	4
60	76	13
53	69	6
58	74	11
56	72	10
60	76	14
60	71	13
59	70	12
58	69	11
59	70	10
58	70	8
56	68	6
55	67	3
55	67	3
54	66	2
54	66	2
54	66	2
54	64	3
54	64	3
53	63	3
53	63	3
53	63	3
51	60	7
51	60	5
51	60	5
51	60	3
53	61	2
55	63	3
58	67	4
60	69	6
114	114	106
115	115	107
112	111	106
112	111	106
111	110	106
109	109	107
112	112	110
112	112	112
117	117	117
111	111	111
112	112	112
115	115	115
115	115	115
116	116	116
117	117	117
114	114	114
